,id,ccn,date,update_date,city,province,postal_code,address,incident,incident_class,narrative,latitude,longitude,crimeCommitted
566,2704,23-17585,2023-10-17 19:23:00+00:00,2023-10-18 16:09:59+00:00,NEW WESTMINSTER,BC,V3L 2B8,800 Block MCBRIDE BLVD,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2225852,-122.914627,2231
568,2706,23-17588,2023-10-17 19:56:00+00:00,2023-10-18 16:09:59+00:00,NEW WESTMINSTER,BC,V3M,1000 Block COLUMBIA ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2000823,-122.9174235,2232
571,2709,23-17592,2023-10-17 21:21:00+00:00,2023-10-18 16:09:59+00:00,NEW WESTMINSTER,BC,V3L 5K4,400 Block CUMBERLAND ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2203291,-122.9001404,2233
565,2703,23-17593,2023-10-17 21:25:00+00:00,2023-10-18 16:09:59+00:00,NEW WESTMINSTER,BC,V3M,1000 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2000823,-122.9174235,2234
564,2702,23-17599,2023-10-18 00:43:00+00:00,2023-10-19 16:13:13+00:00,NEW WESTMINSTER,BC,V3M 5V5,800 Block SALTER ST,THEFT OF AUTO UNDER $5000,Theft of Vehicle,THEFT OF AUTO UNDER $5000,49.1860765,-122.9383131,2235
551,2689,23-80338,2023-10-18 07:15:00+00:00,2023-10-20 16:11:44+00:00,NEW WESTMINSTER,BC,V3L 2M1,REGINA ST & 2ND ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2158403,-122.9131565,2236
563,2701,23-17617,2023-10-18 09:23:00+00:00,2023-10-19 16:13:13+00:00,NEW WESTMINSTER,BC,V3M 4W6,800 Block 20TH ST,BREAK & ENTER-BUSINESS,Breaking & Entering,BREAK & ENTER-BUSINESS,49.202856,-122.9485866,2237
555,2693,23-17630,2023-10-18 16:34:00+00:00,2023-10-20 16:11:44+00:00,NEW WESTMINSTER,BC,V3M,1200 Block HAMILTON ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.20932819999999,-122.9334737,2238
546,2684,23-17756,2023-10-18 19:00:00+00:00,2023-10-21 16:49:42+00:00,NEW WESTMINSTER,BC,V3L 4V7,800 Block BURNABY ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2295959,-122.8989391,2239
559,2697,23-17639,2023-10-18 19:14:00+00:00,2023-10-19 16:13:13+00:00,NEW WESTMINSTER,BC,V3M 1Y2,500 Block 10TH ST,THEFT MOTORCYCLE UNDER $5000,Theft of Vehicle,THEFT MOTORCYCLE UNDER $5000,49.2081922,-122.9250813,2240
554,2692,23-17640,2023-10-18 19:17:00+00:00,2023-10-20 16:11:44+00:00,NEW WESTMINSTER,BC,V3L 2B8,800 Block MCBRIDE BLVD,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2225852,-122.914627,2241
553,2691,23-17646,2023-10-18 21:31:00+00:00,2023-10-20 16:11:44+00:00,NEW WESTMINSTER,BC,V3M 2C6,1400 Block 6TH AVE,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2057847,-122.9336716,2242
550,2688,23-17649,2023-10-18 22:10:00+00:00,2023-10-20 16:11:44+00:00,NEW WESTMINSTER,BC,V3L 5N3,300 Block CUMBERLAND ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.22082469999999,-122.8929818,2243
539,2677,23-80341,2023-10-18 22:30:00+00:00,2023-10-21 16:49:42+00:00,NEW WESTMINSTER,BC,V3M 5Z5,700 Block ROYAL AVE,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.20359209999999,-122.9127213,2244
552,2690,23-17656,2023-10-19 00:17:00+00:00,2023-10-20 16:11:44+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.200803,-122.9134438,2245
548,2686,23-17698,2023-10-19 16:55:00+00:00,2023-10-20 16:11:44+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.200803,-122.9134438,2246
543,2681,23-17700,2023-10-19 17:33:00+00:00,2023-10-21 16:49:42+00:00,NEW WESTMINSTER,BC,V3M 6H1,1100 Block QUAYSIDE DR,BREAK & ENTER-OTHER,Breaking & Entering,BREAK & ENTER-OTHER,49.20055,-122.924757,2247
544,2682,23-17765,2023-10-19 20:00:00+00:00,2023-10-21 16:49:42+00:00,NEW WESTMINSTER,BC,V3L 1E7,300 Block AGNES ST,THEFT OF AUTO UNDER $5000,Theft of Vehicle,THEFT OF AUTO UNDER $5000,49.2071006,-122.9052015,2248
502,2640,23-80347,2023-10-19 22:00:00+00:00,2023-10-28 16:52:42+00:00,NEW WESTMINSTER,BC,V3M,800 Block 5TH AVE,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2093821,-122.922453,2249
545,2683,23-17720,2023-10-19 22:30:00+00:00,2023-10-21 16:49:42+00:00,NEW WESTMINSTER,BC,V3M 2B1,2100 Block RIVER DR,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.1983648,-122.9457147,2250
540,2678,23-17724,2023-10-20 01:23:00+00:00,2023-10-21 16:49:42+00:00,NEW WESTMINSTER,BC,V3M 6X2,1200 Block GALBRAITH AVE,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.1819901,-122.9503037,2251
547,2685,23-17731,2023-10-20 02:21:00+00:00,2023-10-21 16:49:42+00:00,NEW WESTMINSTER,BC,V3M 3S2,600 Block 8TH ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2112657,-122.9254414,2252
536,2674,23-17735,2023-10-20 03:25:00+00:00,2023-10-21 16:49:42+00:00,NEW WESTMINSTER,BC,V3L,300 Block CLARKSON ST,THEFT OTHER VEHICLE U/$5000,Theft of Vehicle,THEFT OTHER VEHICLE U/$5000,49.20567699999999,-122.9045841,2253
542,2680,23-17740,2023-10-20 04:36:00+00:00,2023-10-21 16:49:42+00:00,NEW WESTMINSTER,BC,V3M,1100 Block TANAKA CRT,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.1870082,-122.9514463,2254
541,2679,23-17746,2023-10-20 07:42:00+00:00,2023-10-21 16:49:42+00:00,NEW WESTMINSTER,BC,V3M,1 Block ST,ROBBERY W/OTHER OFFENSIVE WPN,Robbery,ROBBERY W/OTHER OFFENSIVE WPN,49.2057179,-122.910956,2255
537,2675,23-17760,2023-10-20 15:17:00+00:00,2023-10-21 16:49:42+00:00,NEW WESTMINSTER,BC,V3L 5L6,400 Block GINGER DR,THEFT OF AUTO UNDER $5000,Theft of Vehicle,THEFT OF AUTO UNDER $5000,49.2180608,-122.9055998,2256
481,2619,23-18266,2023-10-20 19:00:00+00:00,2023-10-30 16:10:11+00:00,NEW WESTMINSTER,BC,V3M,700 Block 7TH AVE,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2133457,-122.9235278,2257
531,2669,23-17774,2023-10-20 19:20:00+00:00,2023-10-22 16:16:19+00:00,NEW WESTMINSTER,BC,V3M 5G7,800 Block BOYD ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.190715,-122.9449051,2258
535,2673,23-17788,2023-10-20 22:35:00+00:00,2023-10-22 16:16:19+00:00,NEW WESTMINSTER,BC,V3M 4Z8,800 Block SOUTH DYKE RD,THEFT OF AUTO OVER $5000,Theft of Vehicle,THEFT OF AUTO OVER $5000,49.18406,-122.93783,2259
532,2670,23-17791,2023-10-20 23:52:00+00:00,2023-10-22 16:16:19+00:00,NEW WESTMINSTER,BC,V3M,1000 Block COLUMBIA ST,FRAUD-MONEY/PROP/SEC>$5000,Property Crime,FRAUD-MONEY/PROP/SEC>$5000,49.2000823,-122.9174235,2260
533,2671,23-17798,2023-10-21 01:42:00+00:00,2023-10-22 16:16:19+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.200803,-122.9134438,2261
534,2672,23-17807,2023-10-21 04:29:00+00:00,2023-10-22 16:16:19+00:00,NEW WESTMINSTER,BC,V3M 3L9,CLARKSON ST & BEGBIE ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2022868,-122.9109476,2262
530,2668,23-17808,2023-10-21 05:32:00+00:00,2023-10-22 16:16:19+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2131309,-122.9208405,2263
529,2667,23-17843,2023-10-21 21:21:00+00:00,2023-10-23 16:09:49+00:00,NEW WESTMINSTER,BC,V3M,600 Block 22ND ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.1991123,-122.9499247,2264
528,2666,23-17870,2023-10-22 12:19:00+00:00,2023-10-23 16:09:48+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,BREAK & ENTER-BUSINESS,Breaking & Entering,BREAK & ENTER-BUSINESS,49.200803,-122.9134438,2265
427,2565,23-18659,2023-10-22 19:00:00+00:00,2023-11-07 17:20:56+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.200803,-122.9134438,2266
524,2662,23-17888,2023-10-22 23:35:00+00:00,2023-10-24 16:32:58+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2131309,-122.9208405,2267
525,2663,23-17892,2023-10-23 01:22:00+00:00,2023-10-24 16:32:58+00:00,NEW WESTMINSTER,BC,V3M 3S2,600 Block 6TH AVE,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2124082,-122.921433,2268
515,2653,23-17941,2023-10-23 07:00:00+00:00,2023-10-25 16:39:31+00:00,NEW WESTMINSTER,BC,V3L,JACK MAHONY PL,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2203783,-122.9110881,2269
520,2658,23-17917,2023-10-23 16:56:00+00:00,2023-10-25 16:39:31+00:00,NEW WESTMINSTER,BC,V3M 5K3,400 Block BOYNE ST,RECOVERED OUTSIDE STOLEN VEH,Vehicle Recovery,RECOVERED OUTSIDE STOLEN VEH,49.1931623,-122.9413674,2270
519,2657,23-17920,2023-10-23 17:28:00+00:00,2023-10-25 16:39:31+00:00,NEW WESTMINSTER,BC,V3M 1Y2,500 Block 10TH ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2081922,-122.9250813,2271
516,2654,23-17921,2023-10-23 18:01:00+00:00,2023-10-25 16:39:31+00:00,NEW WESTMINSTER,BC,V3M 5B1,200 Block FURNESS ST,FRAUD-MONEY/PROP/SEC>$5000,Property Crime,FRAUD-MONEY/PROP/SEC>$5000,49.1925679,-122.9254706,2272
517,2655,23-17924,2023-10-23 19:38:00+00:00,2023-10-25 16:39:31+00:00,NEW WESTMINSTER,BC,V3L 1G2,500 Block AGNES ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2051943,-122.9088178,2273
526,2664,23-17933,2023-10-23 21:39:00+00:00,2023-10-24 16:32:58+00:00,NEW WESTMINSTER,BC,V3M 1A5,400 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2028997,-122.9077891,2274
522,2660,23-17937,2023-10-23 21:58:00+00:00,2023-10-25 16:39:31+00:00,NEW WESTMINSTER,BC,V3M,1000 Block COLUMBIA ST,THEFT BICYCLE UNDER $5000,Theft,THEFT BICYCLE UNDER $5000,49.2000823,-122.9174235,2275
523,2661,23-17946,2023-10-24 03:45:00+00:00,2023-10-25 16:39:31+00:00,NEW WESTMINSTER,BC,V3M 1Y2,500 Block 10TH ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2081922,-122.9250813,2276
501,2639,23-80349,2023-10-24 14:10:00+00:00,2023-10-28 16:52:42+00:00,NEW WESTMINSTER,BC,V3M 2B3,700 Block 6TH AVE,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.212103,-122.9218972,2277
521,2659,23-17968,2023-10-24 17:28:00+00:00,2023-10-25 16:39:31+00:00,NEW WESTMINSTER,BC,V3M 0E5,200 Block SALTER ST,BREAK & ENTER-RESIDENCE,Breaking & Entering,BREAK & ENTER-RESIDENCE,49.1958008,-122.9235975,2278
518,2656,23-17973,2023-10-24 18:20:00+00:00,2023-10-25 16:39:31+00:00,NEW WESTMINSTER,BC,V3L 1B1,500 Block COLUMBIA ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.203895,-122.906557,2279
510,2648,23-17984,2023-10-24 22:47:00+00:00,2023-10-26 16:10:16+00:00,NEW WESTMINSTER,BC,V3M 1A5,600 Block COLUMBIA ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.20286,-122.90772,2280
512,2650,23-17995,2023-10-25 02:14:00+00:00,2023-10-26 16:10:16+00:00,NEW WESTMINSTER,BC,V3L 3W4,300 Block E COLUMBIA ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2250787,-122.8929076,2281
513,2651,23-17998,2023-10-25 03:25:00+00:00,2023-10-26 16:10:16+00:00,NEW WESTMINSTER,BC,V3R 5V4,ST ANDREWS DR & SURREY RD,THEFT OTHER VEHICLE U/$5000,Theft of Vehicle,THEFT OTHER VEHICLE U/$5000,49.2107142,-122.8139106,2282
511,2649,23-18014,2023-10-25 15:42:00+00:00,2023-10-26 16:10:16+00:00,NEW WESTMINSTER,BC,V3M 6G2,900 Block QUAYSIDE DR,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.1995085,-122.9128078,2283
514,2652,23-18019,2023-10-25 16:51:00+00:00,2023-10-26 16:10:16+00:00,NEW WESTMINSTER,BC,V3L 1V3,500 Block 6TH AVE,FRAUD-OTHER,Property Crime,FRAUD-OTHER,49.21349499999999,-122.9193089,2284
509,2647,23-18022,2023-10-25 17:19:00+00:00,2023-10-28 16:52:42+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2131309,-122.9208405,2285
506,2644,23-18035,2023-10-25 21:23:00+00:00,2023-10-28 16:52:42+00:00,NEW WESTMINSTER,BC,V3M 3S2,800 Block 6TH AVE,FRAUD-MONEY/PROP/SEC>$5000,Property Crime,FRAUD-MONEY/PROP/SEC>$5000,49.2107508,-122.9243941,2286
503,2641,23-18066,2023-10-26 15:24:00+00:00,2023-10-28 16:52:42+00:00,NEW WESTMINSTER,BC,V3M,400 Block FRONT ST,ROBBERY-OTHER,Robbery,ROBBERY-OTHER,49.2008346,-122.9112455,2287
504,2642,23-18069,2023-10-26 15:31:00+00:00,2023-10-28 16:52:42+00:00,NEW WESTMINSTER,BC,V3M,1 Block ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2057179,-122.910956,2288
496,2634,23-18082,2023-10-26 18:15:00+00:00,2023-10-29 16:59:09+00:00,NEW WESTMINSTER,BC,V3M 1A5,400 Block COLUMBIA ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2028997,-122.9077891,2289
495,2633,23-18195,2023-10-26 19:00:00+00:00,2023-10-29 16:59:09+00:00,NEW WESTMINSTER,BC,V3L 3Y2,600 Block E COLUMBIA ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2372084,-122.8924289,2290
507,2645,23-18095,2023-10-26 20:48:00+00:00,2023-10-28 16:52:42+00:00,NEW WESTMINSTER,BC,V3L 3A9,400 Block 6TH ST,ROBBERY W/OTHER OFFENSIVE WPN,Robbery,ROBBERY W/OTHER OFFENSIVE WPN,49.2102315,-122.916645,2291
508,2646,23-18139,2023-10-27 01:00:00+00:00,2023-10-28 16:52:42+00:00,NEW WESTMINSTER,BC,V3M 3S7,800 Block 8TH ST,THEFT OF AUTO UNDER $5000,Theft of Vehicle,THEFT OF AUTO UNDER $5000,49.2140238,-122.927619,2292
480,2618,23-18304,2023-10-27 07:00:00+00:00,2023-10-31 16:45:16+00:00,NEW WESTMINSTER,BC,V3L 3B3,600 Block 5TH AVE,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2116231,-122.9185996,2293
499,2637,23-18138,2023-10-27 16:44:00+00:00,2023-10-28 16:52:42+00:00,NEW WESTMINSTER,BC,V3L 5L6,400 Block GINGER DR,BREAK & ENTER-RESIDENCE,Breaking & Entering,BREAK & ENTER-RESIDENCE,49.2180608,-122.9055998,2294
479,2617,23-18305,2023-10-27 21:00:00+00:00,2023-10-31 16:45:16+00:00,NEW WESTMINSTER,BC,V3L 3W4,300 Block E COLUMBIA ST,THEFT OF AUTO OVER $5000,Theft of Vehicle,THEFT OF AUTO OVER $5000,49.2250787,-122.8929076,2295
497,2635,23-18153,2023-10-27 21:37:00+00:00,2023-10-29 16:59:10+00:00,NEW WESTMINSTER,BC,V3M 4X1,2000 Block DUBLIN ST,FRAUD-OTHER,Property Crime,FRAUD-OTHER,49.2039743,-122.9502364,2296
493,2631,23-18154,2023-10-27 22:40:00+00:00,2023-10-29 16:59:09+00:00,NEW WESTMINSTER,BC,V3M 5L9,200 Block HAMPTON ST,THEFT BICYCLE UNDER $5000,Theft,THEFT BICYCLE UNDER $5000,49.18324699999999,-122.9459298,2297
498,2636,23-18159,2023-10-28 00:30:00+00:00,2023-10-29 16:59:09+00:00,NEW WESTMINSTER,BC,V3M 1A5,400 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2028997,-122.9077891,2298
494,2632,23-18197,2023-10-28 07:00:00+00:00,2023-10-29 16:59:09+00:00,NEW WESTMINSTER,BC,V3L 3C5,600 Block 7TH AVE,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2142683,-122.9221579,2299
492,2630,23-18193,2023-10-28 09:00:00+00:00,2023-10-29 16:59:10+00:00,NEW WESTMINSTER,BC,V3M 3C5,1500 Block LONDON ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.209835,-122.941766,2300
487,2625,23-18207,2023-10-28 19:02:00+00:00,2023-10-30 16:10:11+00:00,NEW WESTMINSTER,BC,V3M 1W3,1000 Block ST ANDREWS ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2070634,-122.9244341,2301
490,2628,23-18210,2023-10-28 19:17:00+00:00,2023-10-30 16:10:11+00:00,NEW WESTMINSTER,BC,V3L 3C5,600 Block 7TH AVE,BREAK & ENTER-OTHER,Breaking & Entering,BREAK & ENTER-OTHER,49.2142683,-122.9221579,2302
489,2627,23-18214,2023-10-28 20:43:00+00:00,2023-10-30 16:10:11+00:00,NEW WESTMINSTER,BC,V3L 2A1,300 Block 9TH AVE,FRAUD-OTHER,Property Crime,FRAUD-OTHER,49.219919,-122.9216438,2303
491,2629,23-18225,2023-10-29 01:04:00+00:00,2023-10-30 16:10:11+00:00,NEW WESTMINSTER,BC,V3L 3C5,600 Block 7TH AVE,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2142683,-122.9221579,2304
484,2622,23-18238,2023-10-29 04:47:00+00:00,2023-10-30 16:10:11+00:00,NEW WESTMINSTER,BC,V3M 1L2,600 Block QUEENS AVE,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2071124,-122.9127343,2305
488,2626,23-18243,2023-10-29 07:07:00+00:00,2023-10-30 16:10:11+00:00,NEW WESTMINSTER,BC,V3M 3S2,600 Block 8TH ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2112657,-122.9254414,2306
465,2603,23-80355,2023-10-29 08:01:00+00:00,2023-11-02 16:16:04+00:00,NEW WESTMINSTER,BC,V3M 1A5,400 Block COLUMBIA ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2028997,-122.9077891,2307
485,2623,23-18265,2023-10-29 09:30:00+00:00,2023-10-30 16:10:11+00:00,NEW WESTMINSTER,BC,V3M 6G2,1000 Block QUAYSIDE DR,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.19977249999999,-122.9135973,2308
482,2620,23-18253,2023-10-29 12:34:00+00:00,2023-10-30 16:10:11+00:00,NEW WESTMINSTER,BC,V3M 1Z7,1600 Block 5TH AVE,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.20263,-122.93514,2309
486,2624,23-18258,2023-10-29 18:52:00+00:00,2023-10-30 16:10:11+00:00,NEW WESTMINSTER,BC,V3L 1B1,500 Block COLUMBIA ST,BREAK & ENTER-BUSINESS,Breaking & Entering,BREAK & ENTER-BUSINESS,49.203895,-122.906557,2310
483,2621,23-18260,2023-10-29 20:14:00+00:00,2023-10-30 16:10:11+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2131309,-122.9208405,2311
476,2614,23-18273,2023-10-30 00:55:00+00:00,2023-10-31 16:45:16+00:00,NEW WESTMINSTER,BC,V3M 1A5,400 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2028997,-122.9077891,2312
477,2615,23-18276,2023-10-30 03:12:00+00:00,2023-10-31 16:45:16+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2131309,-122.9208405,2313
478,2616,23-18291,2023-10-30 15:38:00+00:00,2023-10-31 16:45:16+00:00,NEW WESTMINSTER,BC,V3L,RICHMOND ST,FRAUD-MONEY/PROP/SEC>$5000,Property Crime,FRAUD-MONEY/PROP/SEC>$5000,49.2256221,-122.8986426,2314
475,2613,23-18292,2023-10-30 15:56:00+00:00,2023-10-31 16:45:16+00:00,NEW WESTMINSTER,BC,.,BRAID ST,MISCHIEF OVER $5000,Property Crime,MISCHIEF OVER $5000,49.2315783,-122.8862979,2315
474,2612,23-18327,2023-10-30 17:34:00+00:00,2023-11-01 16:28:53+00:00,NEW WESTMINSTER,BC,V3M 5Z5,700 Block ROYAL AVE,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.20359209999999,-122.9127213,2316
472,2610,23-18380,2023-10-31 03:30:00+00:00,2023-11-01 16:28:53+00:00,NEW WESTMINSTER,BC,V3M,300 Block 7TH ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.20810789999999,-122.9168569,2317
356,2494,23-18332,2023-10-31 04:54:00+00:00,2023-11-17 17:25:36+00:00,NEW WESTMINSTER,BC,V3M 6G2,900 Block QUAYSIDE DR,BREAK & ENTER-BUSINESS,Breaking & Entering,BREAK & ENTER-BUSINESS,49.1995085,-122.9128078,2318
473,2611,23-18351,2023-10-31 16:59:00+00:00,2023-11-01 16:28:53+00:00,NEW WESTMINSTER,BC,V3M 5T4,1300 Block 3RD AVE,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2012949,-122.9271703,2319
471,2609,23-18364,2023-10-31 19:06:00+00:00,2023-11-01 16:28:53+00:00,NEW WESTMINSTER,BC,V3M 5G7,800 Block BOYD ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.190715,-122.9449051,2320
469,2607,23-18428,2023-10-31 21:00:00+00:00,2023-11-02 16:16:04+00:00,NEW WESTMINSTER,BC,V3M,200 Block ASH ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2058328,-122.9156357,2321
463,2601,23-18390,2023-11-01 01:27:00+00:00,2023-11-02 16:16:04+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2131309,-122.9208405,2322
433,2571,23-18636,2023-11-01 07:00:00+00:00,2023-11-06 17:15:57+00:00,NEW WESTMINSTER,BC,V3M 2R2,600 Block 8TH AVE,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2155444,-122.924083,2323
450,2588,23-80359,2023-11-01 14:30:00+00:00,2023-11-04 16:19:14+00:00,NEW WESTMINSTER,BC,V3M 4G2,NAPANEE ST & 11TH ST,THEFT BICYCLE UNDER $5000,Theft,THEFT BICYCLE UNDER $5000,49.2065887,-122.9269419,2324
466,2604,23-18409,2023-11-01 14:36:00+00:00,2023-11-02 16:16:04+00:00,NEW WESTMINSTER,BC,V3M 2B3,700 Block 6TH AVE,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.212103,-122.9218972,2325
464,2602,23-18413,2023-11-01 15:30:00+00:00,2023-11-02 16:16:04+00:00,NEW WESTMINSTER,BC,V3L 0G7,200 Block NELSONS CRES,BREAK & ENTER-BUSINESS,Breaking & Entering,BREAK & ENTER-BUSINESS,49.2233599,-122.8921996,2326
470,2608,23-18415,2023-11-01 15:46:00+00:00,2023-11-02 16:16:04+00:00,NEW WESTMINSTER,BC,V3M 5H9,300 Block FENTON ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.19081389999999,-122.9358267,2327
467,2605,23-18416,2023-11-01 16:24:00+00:00,2023-11-02 16:16:04+00:00,NEW WESTMINSTER,BC,V3L,JAMIESON CRT,FRAUD-AFFECTING PUBLIC MARKET,Property Crime,FRAUD-AFFECTING PUBLIC MARKET,49.216039,-122.895786,2328
458,2596,23-18418,2023-11-01 17:01:00+00:00,2023-11-03 16:43:21+00:00,NEW WESTMINSTER,BC,V3M 3J2,1500 Block 10TH AVE,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2106274,-122.9426334,2329
468,2606,23-18424,2023-11-01 18:39:00+00:00,2023-11-02 16:16:04+00:00,NEW WESTMINSTER,BC,V3L,OVENS AVE,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2212085,-122.9166599,2330
461,2599,23-18436,2023-11-01 21:28:00+00:00,2023-11-03 16:43:21+00:00,NEW WESTMINSTER,BC,V3M 4K3,900 Block 12TH ST,THEFT OF AUTO OVER $5000,Theft of Vehicle,THEFT OF AUTO OVER $5000,49.2121498,-122.936736,2331
