,id,ccn,date,update_date,city,province,postal_code,address,incident,incident_class,narrative,latitude,longitude,crimeCommitted
616,1274,23-5987,2023-04-18 19:57:00+00:00,2023-04-20 16:42:30+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.200803,-122.9134438,760
612,1270,23-5999,2023-04-18 23:08:00+00:00,2023-04-20 16:42:30+00:00,NEW WESTMINSTER,BC,V3M 2B7,1100 Block 6TH AVE,FRAUD-MONEY/PROP/SEC>$5000,Property Crime,FRAUD-MONEY/PROP/SEC>$5000,49.2079436,-122.92936,761
600,1258,23-80122,2023-04-19 01:00:00+00:00,2023-04-21 16:21:05+00:00,NEW WESTMINSTER,BC,.,DE K CRT,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2057179,-122.910956,762
602,1260,23-6015,2023-04-19 03:14:00+00:00,2023-04-21 16:21:04+00:00,NEW WESTMINSTER,BC,V3M 2X1,1700 Block EDINBURGH ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2065387,-122.9432764,763
613,1271,23-6021,2023-04-19 05:22:00+00:00,2023-04-20 16:42:31+00:00,NEW WESTMINSTER,BC,V3M 5V2,800 Block COLUMBIA ST,ROBBERY-OTHER,Robbery,ROBBERY-OTHER,49.2007994,-122.9117043,764
611,1269,23-6038,2023-04-19 13:03:00+00:00,2023-04-20 16:42:30+00:00,NEW WESTMINSTER,BC,V3M 1W6,1200 Block CAMERON ST,RECOVERED OUTSIDE STOLEN VEH,Vehicle Recovery,RECOVERED OUTSIDE STOLEN VEH,49.2054789,-122.927831,765
601,1259,23-6066,2023-04-19 22:23:00+00:00,2023-04-21 16:21:04+00:00,NEW WESTMINSTER,BC,V3L 5M4,1 Block ST & COLUMBIA ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2057179,-122.910956,766
605,1263,23-6069,2023-04-19 22:42:00+00:00,2023-04-21 16:21:04+00:00,NEW WESTMINSTER,BC,V3M 4H2,200 Block 12TH ST,FRAUD-MONEY/PROP/SEC>$5000,Property Crime,FRAUD-MONEY/PROP/SEC>$5000,49.2015149,-122.923801,767
608,1266,23-6083,2023-04-19 22:45:00+00:00,2023-04-21 16:21:04+00:00,NEW WESTMINSTER,BC,V3L 0G7,200 Block NELSONS CRT,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2233599,-122.8921996,768
607,1265,23-6077,2023-04-20 00:23:00+00:00,2023-04-21 16:21:04+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2131309,-122.9208405,769
575,1233,23-6090,2023-04-20 05:46:00+00:00,2023-04-25 16:06:43+00:00,NEW WESTMINSTER,BC,V3M 3S2,600 Block 6TH AVE,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2124082,-122.921433,770
578,1236,23-80125,2023-04-20 08:30:00+00:00,2023-04-25 16:06:43+00:00,NEW WESTMINSTER,BC,V3M,500 Block FRONT ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.20084749999999,-122.9111911,771
603,1261,23-6102,2023-04-20 14:41:00+00:00,2023-04-21 16:21:05+00:00,NEW WESTMINSTER,BC,V3M 6X3,1200 Block ECKERT AVE,THEFT OF AUTO UNDER $5000,Theft of Vehicle,THEFT OF AUTO UNDER $5000,49.1833423,-122.951645,772
606,1264,23-6104,2023-04-20 15:12:00+00:00,2023-04-21 16:21:04+00:00,NEW WESTMINSTER,BC,V3L 1K1,200 Block 3RD ST,THEFT OF AUTO UNDER $5000,Theft of Vehicle,THEFT OF AUTO UNDER $5000,49.2096266,-122.9091077,773
555,1213,23-6468,2023-04-20 17:49:00+00:00,2023-04-28 16:28:13+00:00,NEW WESTMINSTER,BC,V3L,RICHMOND ST,FRAUD-MONEY/PROP/SEC>$5000,Property Crime,FRAUD-MONEY/PROP/SEC>$5000,49.2256221,-122.8986426,774
599,1257,23-6120,2023-04-20 21:12:00+00:00,2023-04-22 16:07:18+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2131309,-122.9208405,775
598,1256,23-6172,2023-04-21 00:00:00+00:00,2023-04-22 16:07:18+00:00,NEW WESTMINSTER,BC,.,1 Block AVE,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2057179,-122.910956,776
596,1254,23-6177,2023-04-21 18:36:00+00:00,2023-04-22 16:07:18+00:00,NEW WESTMINSTER,BC,V3M,1000 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2000823,-122.9174235,777
595,1253,23-6180,2023-04-21 19:09:00+00:00,2023-04-22 16:07:18+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.200803,-122.9134438,778
591,1249,23-6181,2023-04-21 19:22:00+00:00,2023-04-23 17:00:01+00:00,NEW WESTMINSTER,BC,.,1 Block AVE,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2057179,-122.910956,779
590,1248,23-6184,2023-04-21 20:16:00+00:00,2023-04-23 17:00:01+00:00,NEW WESTMINSTER,BC,V3M 1L2,200 Block 6TH ST,BREAK & ENTER-RESIDENCE,Breaking & Entering,BREAK & ENTER-RESIDENCE,49.2068617,-122.912695,780
594,1252,23-6187,2023-04-21 20:48:00+00:00,2023-04-23 17:00:01+00:00,NEW WESTMINSTER,BC,V3L,SPRUCE ST & BRUNETTE AVE,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2254431,-122.8892587,781
589,1247,23-6230,2023-04-21 21:05:00+00:00,2023-04-23 17:00:01+00:00,NEW WESTMINSTER,BC,V3M,800 Block ROYAL AVE,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.203668,-122.9145708,782
593,1251,23-6186,2023-04-21 22:51:00+00:00,2023-04-23 17:00:01+00:00,NEW WESTMINSTER,BC,V3M,1000 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2000823,-122.9174235,783
455,1112,23-6232,2023-04-22 01:00:00+00:00,2023-05-13 16:32:52+00:00,NEW WESTMINSTER,BC,V3M,500 Block 9TH ST,THEFT BICYCLE UNDER $5000,Theft,THEFT BICYCLE UNDER $5000,49.2089125,-122.9245291,784
454,1111,23-7402,2023-04-22 07:00:00+00:00,2023-05-13 16:32:52+00:00,NEW WESTMINSTER,BC,V3M,500 Block FRONT ST,BREAK & ENTER-BUSINESS,Breaking & Entering,BREAK & ENTER-BUSINESS,49.20084749999999,-122.9111911,785
592,1250,23-6217,2023-04-22 08:36:00+00:00,2023-04-23 17:00:01+00:00,NEW WESTMINSTER,BC,V3M 3S7,800 Block 8TH ST,BREAK & ENTER-OTHER,Breaking & Entering,BREAK & ENTER-OTHER,49.2140238,-122.927619,786
583,1241,23-80126,2023-04-22 22:25:00+00:00,2023-04-25 16:06:43+00:00,NEW WESTMINSTER,BC,V3L 3W4,300 Block E COLUMBIA ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2250787,-122.8929076,787
573,1231,23-6253,2023-04-23 04:34:00+00:00,2023-04-25 16:06:43+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2131309,-122.9208405,788
584,1242,23-6302,2023-04-23 05:10:00+00:00,2023-04-25 16:06:43+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.200803,-122.9134438,789
580,1238,23-6261,2023-04-23 05:50:00+00:00,2023-04-25 16:06:43+00:00,NEW WESTMINSTER,BC,V3M 5E3,1100 Block EWEN AVE,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.1848922,-122.949372,790
588,1246,23-6286,2023-04-23 17:55:00+00:00,2023-04-25 16:06:43+00:00,NEW WESTMINSTER,BC,V3L,300 Block CEDAR ST,FRAUD-MONEY/PROP/SEC>$5000,Property Crime,FRAUD-MONEY/PROP/SEC>$5000,49.23006849999999,-122.8931791,791
579,1237,23-6296,2023-04-23 23:57:00+00:00,2023-04-25 16:06:43+00:00,NEW WESTMINSTER,BC,V3M 5X2,1000 Block BOYD ST,ROBBERY-OTHER,Robbery,ROBBERY-OTHER,49.1897436,-122.9492521,792
587,1245,23-6316,2023-04-24 07:23:00+00:00,2023-04-25 16:06:43+00:00,NEW WESTMINSTER,BC,V3M 1A5,400 Block COLUMBIA ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2028997,-122.9077891,793
586,1244,23-6326,2023-04-24 14:08:00+00:00,2023-04-25 16:06:43+00:00,NEW WESTMINSTER,BC,V3M 3S7,800 Block 8TH ST,BREAK & ENTER-OTHER,Breaking & Entering,BREAK & ENTER-OTHER,49.2140238,-122.927619,794
582,1240,23-6337,2023-04-24 18:01:00+00:00,2023-04-25 16:06:43+00:00,NEW WESTMINSTER,BC,V3M 3S2,900 Block 6TH AVE,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2102929,-122.9256271,795
577,1235,23-6346,2023-04-24 18:30:00+00:00,2023-04-25 16:06:43+00:00,NEW WESTMINSTER,BC,V3M 2R6,1100 Block 8TH AVE,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2113047,-122.9321656,796
572,1230,23-6340,2023-04-24 18:59:00+00:00,2023-04-26 16:56:59+00:00,NEW WESTMINSTER,BC,V3L 2Z7,600 Block AGNES ST,FRAUD-OTHER,Property Crime,FRAUD-OTHER,49.2045703,-122.9097893,797
567,1225,23-6344,2023-04-24 19:43:00+00:00,2023-04-26 16:56:59+00:00,NEW WESTMINSTER,BC,V3M 4L9,500 Block 13TH ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2053146,-122.9309359,798
574,1232,23-6347,2023-04-24 20:20:00+00:00,2023-04-25 16:06:43+00:00,NEW WESTMINSTER,BC,V3L 1B1,500 Block COLUMBIA ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.203895,-122.906557,799
570,1228,23-6361,2023-04-25 00:23:00+00:00,2023-04-26 16:56:58+00:00,NEW WESTMINSTER,BC,V3M 2L6,2000 Block 7TH AVE,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.201387,-122.9468201,800
569,1227,23-6363,2023-04-25 01:53:00+00:00,2023-04-26 16:56:59+00:00,NEW WESTMINSTER,BC,V3K 0M4,900 Block CARNARVON ST,THEFT BICYCLE UNDER $5000,Theft,THEFT BICYCLE UNDER $5000,49.20060340000001,-122.9151316,801
571,1229,23-6372,2023-04-25 05:14:00+00:00,2023-04-26 16:56:59+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.200803,-122.9134438,802
568,1226,23-6385,2023-04-25 12:30:00+00:00,2023-04-26 16:56:58+00:00,NEW WESTMINSTER,BC,V3M 6H1,1200 Block QUAYSIDE DR,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.19844699999999,-122.920176,803
565,1223,23-6393,2023-04-25 18:18:00+00:00,2023-04-27 16:16:13+00:00,NEW WESTMINSTER,BC,V3L 1B8,300 Block CARNARVON ST,BREAK & ENTER-BUSINESS,Breaking & Entering,BREAK & ENTER-BUSINESS,49.2065851,-122.9035905,804
566,1224,23-6406,2023-04-25 21:47:00+00:00,2023-04-26 16:56:59+00:00,NEW WESTMINSTER,BC,V3M,500 Block FRONT ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.20084749999999,-122.9111911,805
564,1222,23-6416,2023-04-26 01:57:00+00:00,2023-04-27 16:16:13+00:00,NEW WESTMINSTER,BC,V3M,BEGBIE ST,ROBBERY-OTHER,Robbery,ROBBERY-OTHER,49.2019513,-122.9105963,806
561,1219,23-6451,2023-04-26 15:11:00+00:00,2023-04-27 16:16:13+00:00,NEW WESTMINSTER,BC,V3M 4W6,800 Block 20TH ST,THEFT BICYCLE UNDER $5000,Theft,THEFT BICYCLE UNDER $5000,49.202856,-122.9485866,807
562,1220,23-6454,2023-04-26 15:51:00+00:00,2023-04-27 16:16:13+00:00,NEW WESTMINSTER,BC,V3L 3B4,500 Block 6TH ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.21176699999999,-122.9188433,808
563,1221,23-6470,2023-04-26 18:17:00+00:00,2023-04-27 16:16:13+00:00,NEW WESTMINSTER,BC,V3M,BEGBIE ST,FRAUD-OTHER,Property Crime,FRAUD-OTHER,49.2019513,-122.9105963,809
556,1214,23-6475,2023-04-26 18:52:00+00:00,2023-04-28 16:28:13+00:00,NEW WESTMINSTER,BC,V3M,1 Block ST & DUBLIN ST,ARSON-PROPERTY,Other,ARSON-PROPERTY,49.2081448,-122.9430691,810
560,1218,23-6491,2023-04-26 22:17:00+00:00,2023-04-28 16:28:12+00:00,NEW WESTMINSTER,BC,V3M 5L9,200 Block HAMPTON ST,BREAK & ENTER-OTHER,Breaking & Entering,BREAK & ENTER-OTHER,49.18324699999999,-122.9459298,811
557,1215,23-6494,2023-04-26 22:39:00+00:00,2023-04-28 16:28:13+00:00,NEW WESTMINSTER,BC,V3M,700 Block PRESCOTT ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.209959,-122.9196004,812
559,1217,23-6538,2023-04-27 01:15:00+00:00,2023-04-28 16:28:13+00:00,NEW WESTMINSTER,BC,V3M,700 Block 7TH AVE,THEFT OF TRUCK UNDER $5000,Theft of Vehicle,THEFT OF TRUCK UNDER $5000,49.2133457,-122.9235278,813
553,1211,23-6611,2023-04-27 05:00:00+00:00,2023-04-30 16:23:54+00:00,NEW WESTMINSTER,BC,V3M 2E6,1000 Block NANAIMO ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2100176,-122.9277372,814
358,1015,23-6530,2023-04-27 09:23:00+00:00,2023-05-26 16:37:14+00:00,NEW WESTMINSTER,BC,V3K 0M4,900 Block CARNARVON ST,POSSESS BREAK-IN INST & OTHER,Property Crime,POSSESS BREAK-IN INST & OTHER,49.20060340000001,-122.9151316,815
558,1216,23-6546,2023-04-27 17:04:00+00:00,2023-04-28 16:28:12+00:00,NEW WESTMINSTER,BC,V3L 1B1,500 Block COLUMBIA ST,FRAUD-OTHER,Property Crime,FRAUD-OTHER,49.203895,-122.906557,816
554,1212,23-6579,2023-04-28 05:26:00+00:00,2023-04-29 16:43:30+00:00,NEW WESTMINSTER,BC,V3L 3W7,400 Block E COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2277467,-122.8926041,817
550,1208,23-6590,2023-04-28 15:28:00+00:00,2023-04-30 16:23:54+00:00,NEW WESTMINSTER,BC,V3M 4L4,300 Block 13TH ST,MISCHIEF OVER $5000,Property Crime,MISCHIEF OVER $5000,49.20348019999999,-122.927915,818
517,1175,23-7007,2023-04-28 17:00:00+00:00,2023-05-06 16:59:16+00:00,NEW WESTMINSTER,BC,V3M,BEGBIE ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2019513,-122.9105963,819
552,1210,23-6630,2023-04-28 20:00:00+00:00,2023-04-30 16:23:54+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT OF AUTO UNDER $5000,Theft of Vehicle,THEFT OF AUTO UNDER $5000,49.2131309,-122.9208405,820
549,1207,23-6613,2023-04-29 00:07:00+00:00,2023-04-30 16:23:53+00:00,NEW WESTMINSTER,BC,V3M 1A5,400 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2028997,-122.9077891,821
551,1209,23-6634,2023-04-29 02:00:00+00:00,2023-04-30 16:23:54+00:00,NEW WESTMINSTER,BC,V3N,1600 Block 10TH AVE,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2097007,-122.9443374,822
493,1151,23-7201,2023-04-29 07:00:00+00:00,2023-05-09 16:20:48+00:00,NEW WESTMINSTER,BC,V3M 4J2,600 Block 12TH ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2078601,-122.9311109,823
546,1204,23-80132,2023-04-30 03:00:00+00:00,2023-05-02 16:31:48+00:00,NEW WESTMINSTER,BC,V3L 1B2,999900 Block UNKNOWN,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2057179,-122.910956,824
548,1206,23-6677,2023-04-30 04:50:00+00:00,2023-05-01 16:30:13+00:00,NEW WESTMINSTER,BC,V3L 4S8,800 Block MASSEY ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2260487,-122.9058842,825
538,1196,23-6699,2023-04-30 17:43:00+00:00,2023-05-03 16:40:21+00:00,NEW WESTMINSTER,BC,V3L 5P1,400 Block CARNARVON ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2053373,-122.9064648,826
545,1203,23-6705,2023-04-30 21:23:00+00:00,2023-05-02 16:31:48+00:00,NEW WESTMINSTER,BC,V3M,800 Block ROYAL AVE,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.203668,-122.9145708,827
539,1197,23-6710,2023-04-30 22:25:00+00:00,2023-05-02 16:31:48+00:00,NEW WESTMINSTER,BC,V3M 5G7,800 Block BOYD ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.190715,-122.9449051,828
547,1205,23-6752,2023-05-01 01:30:00+00:00,2023-05-02 16:31:48+00:00,NEW WESTMINSTER,BC,V3L 1B2,999900 Block UNKNOWN,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2057179,-122.910956,829
544,1202,23-6726,2023-05-01 03:28:00+00:00,2023-05-02 16:31:48+00:00,NEW WESTMINSTER,BC,V3L 3W4,300 Block E COLUMBIA ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2250787,-122.8929076,830
532,1190,23-6802,2023-05-01 06:00:00+00:00,2023-05-03 16:40:21+00:00,NEW WESTMINSTER,BC,V3L 3C5,700 Block 6TH ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.21444630000001,-122.9224269,831
541,1199,23-6737,2023-05-01 09:46:00+00:00,2023-05-02 16:31:48+00:00,NEW WESTMINSTER,BC,V3L 0G7,200 Block NELSONS CRES,BREAK & ENTER-OTHER,Breaking & Entering,BREAK & ENTER-OTHER,49.2233599,-122.8921996,832
543,1201,23-6753,2023-05-01 16:24:00+00:00,2023-05-02 16:31:48+00:00,NEW WESTMINSTER,BC,V3L 1E7,300 Block AGNES ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2071006,-122.9052015,833
540,1198,23-6754,2023-05-01 17:05:00+00:00,2023-05-02 16:31:48+00:00,NEW WESTMINSTER,BC,V3M 5G7,800 Block BOYD ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.190715,-122.9449051,834
542,1200,23-6757,2023-05-01 17:44:00+00:00,2023-05-02 16:31:48+00:00,NEW WESTMINSTER,BC,V3M 6G2,900 Block QUAYSIDE DR,FRAUD-OTHER,Property Crime,FRAUD-OTHER,49.1995085,-122.9128078,835
536,1194,23-6805,2023-05-01 18:00:00+00:00,2023-05-03 16:40:21+00:00,NEW WESTMINSTER,BC,V3L 1B1,500 Block COLUMBIA ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.203895,-122.906557,836
475,1133,23-7284,2023-05-01 21:10:00+00:00,2023-05-11 16:10:18+00:00,NEW WESTMINSTER,BC,V3M 3K3,700 Block QUEENS AVE,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2059242,-122.9140546,837
537,1195,23-6798,2023-05-01 22:30:00+00:00,2023-05-03 16:40:21+00:00,NEW WESTMINSTER,BC,V3M 5C4,700 Block EWEN AVE,THEFT OF AUTO UNDER $5000,Theft of Vehicle,THEFT OF AUTO UNDER $5000,49.1889593,-122.9394079,838
535,1193,23-6769,2023-05-01 22:50:00+00:00,2023-05-03 16:40:21+00:00,NEW WESTMINSTER,BC,V3M 2L7,2100 Block 7TH AVE,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.20033429999999,-122.9485777,839
473,1130,23-7321,2023-05-01 23:00:00+00:00,2023-05-11 16:10:18+00:00,NEW WESTMINSTER,BC,V3M 1Y4,1000 Block 5TH AVE,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.20796259999999,-122.9252236,840
533,1191,23-6786,2023-05-02 05:49:00+00:00,2023-05-03 16:40:21+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.200803,-122.9134438,841
534,1192,23-6787,2023-05-02 06:06:00+00:00,2023-05-03 16:40:21+00:00,NEW WESTMINSTER,BC,V3L 1L1,500 Block LANCASTER ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2084137,-122.914022,842
531,1189,23-6810,2023-05-02 18:52:00+00:00,2023-05-04 16:34:23+00:00,NEW WESTMINSTER,BC,V3L 3W7,400 Block E COLUMBIA ST,BREAK & ENTER-BUSINESS,Breaking & Entering,BREAK & ENTER-BUSINESS,49.2277467,-122.8926041,843
529,1187,23-6826,2023-05-02 23:10:00+00:00,2023-05-04 16:34:23+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2131309,-122.9208405,844
519,1177,23-80135,2023-05-03 01:30:00+00:00,2023-05-06 16:59:16+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT BICYCLE UNDER $5000,Theft,THEFT BICYCLE UNDER $5000,49.2131309,-122.9208405,845
521,1179,23-6848,2023-05-03 06:16:00+00:00,2023-05-05 16:36:45+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT BICYCLE UNDER $5000,Theft,THEFT BICYCLE UNDER $5000,49.2131309,-122.9208405,846
530,1188,23-6882,2023-05-03 07:10:00+00:00,2023-05-04 16:34:23+00:00,NEW WESTMINSTER,BC,V3M 3P7,800 Block QUEENS AVE,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.204576,-122.9169974,847
485,1143,23-7245,2023-05-03 09:37:00+00:00,2023-05-10 16:34:55+00:00,NEW WESTMINSTER,BC,V3M,1200 Block 5TH AVE,BREAK & ENTER-OTHER,Breaking & Entering,BREAK & ENTER-OTHER,49.2062625,-122.9287938,848
518,1176,23-80137,2023-05-03 21:00:00+00:00,2023-05-06 16:59:16+00:00,NEW WESTMINSTER,BC,V3M,1100 Block TANAKA CRT,THEFT BICYCLE UNDER $5000,Theft,THEFT BICYCLE UNDER $5000,49.1870082,-122.9514463,849
525,1183,23-6878,2023-05-03 21:19:00+00:00,2023-05-05 16:36:45+00:00,NEW WESTMINSTER,BC,V3M 3M9,400 Block ASH ST,BREAK & ENTER-OTHER,Breaking & Entering,BREAK & ENTER-OTHER,49.20887580000001,-122.9197727,850
484,1142,23-80143,2023-05-03 22:30:00+00:00,2023-05-10 16:34:55+00:00,NEW WESTMINSTER,BC,V3M 5C5,800 Block EWEN AVE,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.1880691,-122.9416413,851
528,1186,23-6891,2023-05-03 23:26:00+00:00,2023-05-05 16:36:45+00:00,NEW WESTMINSTER,BC,V3M 6G2,1000 Block QUAYSIDE DR,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.19977249999999,-122.9135973,852
523,1181,23-6890,2023-05-03 23:27:00+00:00,2023-05-05 16:36:45+00:00,NEW WESTMINSTER,BC,V3M 2G4,1400 Block NANAIMO ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2063692,-122.9345298,853
527,1185,23-6930,2023-05-04 06:00:00+00:00,2023-05-05 16:36:45+00:00,NEW WESTMINSTER,BC,V3M,500 Block FRONT ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.20084749999999,-122.9111911,854
512,1170,23-7040,2023-05-04 07:00:00+00:00,2023-05-07 16:10:32+00:00,NEW WESTMINSTER,BC,V3L 1E7,300 Block AGNES ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2071006,-122.9052015,855
526,1184,23-6925,2023-05-04 16:06:00+00:00,2023-05-05 16:36:45+00:00,NEW WESTMINSTER,BC,V3L,JAMIESON CRT,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.216039,-122.895786,856
522,1180,23-6927,2023-05-04 16:21:00+00:00,2023-05-05 16:36:45+00:00,NEW WESTMINSTER,BC,V3M,1000 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2000823,-122.9174235,857
524,1182,23-6942,2023-05-04 20:04:00+00:00,2023-05-05 16:36:45+00:00,NEW WESTMINSTER,BC,V3M 5G7,800 Block BOYD ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.190715,-122.9449051,858
515,1173,23-7020,2023-05-04 21:00:00+00:00,2023-05-06 16:59:16+00:00,NEW WESTMINSTER,BC,V3L 3W4,300 Block E COLUMBIA ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2250787,-122.8929076,859
476,1134,23-80142,2023-05-04 23:45:00+00:00,2023-05-10 16:34:55+00:00,NEW WESTMINSTER,BC,V3M 6G2,900 Block QUAYSIDE DR,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.1995085,-122.9128078,860
516,1174,23-6960,2023-05-05 01:57:00+00:00,2023-05-06 16:59:16+00:00,NEW WESTMINSTER,BC,V3L 5R3,200 Block FRANCIS WAY,FRAUD-OTHER,Property Crime,FRAUD-OTHER,49.214558,-122.8975625,861
514,1172,23-7005,2023-05-05 16:00:00+00:00,2023-05-06 16:59:16+00:00,NEW WESTMINSTER,BC,V3M,BEGBIE ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2019513,-122.9105963,862
