,id,ccn,date,update_date,city,province,postal_code,address,incident,incident_class,narrative,latitude,longitude,crimeCommitted
674,2040,23-11359,2023-07-12 20:54:00+00:00,2023-07-13 16:07:46+00:00,NEW WESTMINSTER,BC,V3M,RENAISSANCE SQ,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2001332,-122.9245978,1467
664,2030,23-11374,2023-07-12 21:00:00+00:00,2023-07-14 16:41:40+00:00,NEW WESTMINSTER,BC,V3L 3W4,300 Block E COLUMBIA ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2250787,-122.8929076,1468
668,2034,23-11361,2023-07-12 21:11:00+00:00,2023-07-14 16:41:40+00:00,NEW WESTMINSTER,BC,V3M,RENAISSANCE SQ,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2001332,-122.9245978,1469
666,2032,23-11362,2023-07-12 21:28:00+00:00,2023-07-14 16:41:40+00:00,NEW WESTMINSTER,BC,V3L 3B4,500 Block 6TH ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.21176699999999,-122.9188433,1470
672,2038,23-11365,2023-07-12 22:57:00+00:00,2023-07-14 16:41:40+00:00,NEW WESTMINSTER,BC,V3M 3S2,600 Block 6TH AVE,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2124082,-122.921433,1471
669,2035,23-11366,2023-07-12 23:23:00+00:00,2023-07-14 16:41:40+00:00,NEW WESTMINSTER,BC,V3M 5G7,800 Block BOYD ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.190715,-122.9449051,1472
663,2029,23-11391,2023-07-13 09:01:00+00:00,2023-07-14 16:41:40+00:00,NEW WESTMINSTER,BC,V3L 1B1,500 Block COLUMBIA ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.203895,-122.906557,1473
655,2021,23-11415,2023-07-13 17:59:00+00:00,2023-07-15 16:35:17+00:00,NEW WESTMINSTER,BC,V3M 3B6,800 Block LONDON ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2157361,-122.9308225,1474
661,2027,23-11417,2023-07-13 18:30:00+00:00,2023-07-15 16:34:56+00:00,NEW WESTMINSTER,BC,V3L 3B4,500 Block 6TH ST,ARSON-PROPERTY,Other,ARSON-PROPERTY,49.21176699999999,-122.9188433,1475
660,2026,23-11423,2023-07-13 20:03:00+00:00,2023-07-15 16:35:17+00:00,NEW WESTMINSTER,BC,V3M 2M7,700 Block HAMILTON ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.21435810000001,-122.9242594,1476
671,2037,23-11426,2023-07-13 20:21:00+00:00,2023-07-14 16:41:40+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.200803,-122.9134438,1477
658,2024,23-11461,2023-07-14 01:00:00+00:00,2023-07-15 16:35:17+00:00,NEW WESTMINSTER,BC,V3L 3B4,500 Block 6TH ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.21176699999999,-122.9188433,1478
659,2025,23-11445,2023-07-14 01:39:00+00:00,2023-07-15 16:35:17+00:00,NEW WESTMINSTER,BC,V3M 2M7,700 Block HAMILTON ST,THEFT OF AUTO UNDER $5000,Theft of Vehicle,THEFT OF AUTO UNDER $5000,49.21435810000001,-122.9242594,1479
656,2022,23-11444,2023-07-14 01:40:00+00:00,2023-07-15 16:35:17+00:00,NEW WESTMINSTER,BC,V3L 1B8,200 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.205212,-122.903582,1480
652,2018,23-11464,2023-07-14 04:49:00+00:00,2023-07-15 16:35:17+00:00,NEW WESTMINSTER,BC,V3L 1B1,500 Block COLUMBIA ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.203895,-122.906557,1481
657,2023,23-11465,2023-07-14 04:55:00+00:00,2023-07-15 16:35:17+00:00,NEW WESTMINSTER,BC,V3M 6Y4,1000 Block EWEN AVE,FRAUD-OTHER,Property Crime,FRAUD-OTHER,49.1862678,-122.9467294,1482
654,2020,23-11497,2023-07-14 17:24:00+00:00,2023-07-15 16:35:17+00:00,NEW WESTMINSTER,BC,V3M 5L8,900 Block EWEN AVE,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.18606,-122.94293,1483
653,2019,23-11505,2023-07-14 19:10:00+00:00,2023-07-15 16:35:17+00:00,NEW WESTMINSTER,BC,V3L 3B4,500 Block 6TH ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.21176699999999,-122.9188433,1484
648,2014,23-11515,2023-07-14 21:32:00+00:00,2023-07-16 16:57:45+00:00,NEW WESTMINSTER,BC,V3M 6G2,1000 Block QUAYSIDE DR,FRAUD-MONEY/PROP/SEC>$5000,Property Crime,FRAUD-MONEY/PROP/SEC>$5000,49.19977249999999,-122.9135973,1485
651,2017,23-11514,2023-07-14 21:36:00+00:00,2023-07-16 16:57:45+00:00,NEW WESTMINSTER,BC,V3L 1B1,500 Block COLUMBIA ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.203895,-122.906557,1486
618,1984,23-11787,2023-07-15 01:00:00+00:00,2023-07-20 16:55:44+00:00,NEW WESTMINSTER,BC,V3M 5B1,300 Block SALTER ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.1909622,-122.927414,1487
638,2004,23-80230,2023-07-15 05:05:00+00:00,2023-07-18 16:30:37+00:00,NEW WESTMINSTER,BC,V3M,400 Block DUNCAN ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.1950345,-122.9360946,1488
645,2011,23-11568,2023-07-15 11:17:00+00:00,2023-07-16 16:57:45+00:00,NEW WESTMINSTER,BC,V3M 1A5,400 Block COLUMBIA ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2028997,-122.9077891,1489
650,2016,23-11570,2023-07-15 12:20:00+00:00,2023-07-16 16:57:45+00:00,NEW WESTMINSTER,BC,V3M 3S7,800 Block 8TH ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2140238,-122.927619,1490
649,2015,23-11579,2023-07-15 16:51:00+00:00,2023-07-16 16:57:45+00:00,NEW WESTMINSTER,BC,V3L 2B8,800 Block MCBRIDE BLVD,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2225852,-122.914627,1491
647,2013,23-11582,2023-07-15 17:54:00+00:00,2023-07-16 16:57:45+00:00,NEW WESTMINSTER,BC,V3M 6Z6,800 Block QUAYSIDE DR,BREAK & ENTER-BUSINESS,Breaking & Entering,BREAK & ENTER-BUSINESS,49.200145,-122.911488,1492
637,2003,23-80231,2023-07-15 18:00:00+00:00,2023-07-18 16:30:37+00:00,NEW WESTMINSTER,BC,V3L 1B8,300 Block CARNARVON ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2065851,-122.9035905,1493
640,2006,23-11598,2023-07-16 00:21:00+00:00,2023-07-17 16:09:32+00:00,NEW WESTMINSTER,BC,V3M,1200 Block 5TH AVE,THEFT OF AUTO OVER $5000,Theft of Vehicle,THEFT OF AUTO OVER $5000,49.2062625,-122.9287938,1494
641,2007,23-11605,2023-07-16 03:17:00+00:00,2023-07-17 16:09:32+00:00,NEW WESTMINSTER,BC,V3M 1A1,MCKENZIE ST & FRONT ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2022243,-122.9082906,1495
643,2009,23-11607,2023-07-16 03:29:00+00:00,2023-07-17 16:09:32+00:00,NEW WESTMINSTER,BC,V3M 3S2,600 Block 6TH AVE,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2124082,-122.921433,1496
632,1998,23-11700,2023-07-16 07:25:00+00:00,2023-07-19 16:58:00+00:00,NEW WESTMINSTER,BC,V3M 5G7,800 Block BOYD ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.190715,-122.9449051,1497
644,2010,23-11627,2023-07-16 11:14:00+00:00,2023-07-17 16:08:40+00:00,NEW WESTMINSTER,BC,V3M 1A5,400 Block COLUMBIA ST,ROBBERY W/OTHER OFFENSIVE WPN,Robbery,ROBBERY W/OTHER OFFENSIVE WPN,49.2028997,-122.9077891,1498
642,2008,23-11642,2023-07-16 19:17:00+00:00,2023-07-17 16:09:32+00:00,NEW WESTMINSTER,BC,V3M,1000 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2000823,-122.9174235,1499
635,2001,23-11664,2023-07-17 04:56:00+00:00,2023-07-18 16:30:36+00:00,NEW WESTMINSTER,BC,V3M,BEGBIE ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2019513,-122.9105963,1500
459,1825,23-80257,2023-07-17 07:00:00+00:00,2023-08-08 16:56:14+00:00,NEW WESTMINSTER,BC,V3M 5L9,200 Block HAMPTON ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.18324699999999,-122.9459298,1501
627,1993,23-11677,2023-07-17 16:30:00+00:00,2023-07-19 16:58:00+00:00,NEW WESTMINSTER,BC,V3L 1B1,500 Block COLUMBIA ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.203895,-122.906557,1502
639,2005,23-11678,2023-07-17 16:39:00+00:00,2023-07-18 16:30:29+00:00,NEW WESTMINSTER,BC,V3M 3E3,1800 Block LONDON ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2070967,-122.9468075,1503
626,1992,23-11691,2023-07-17 20:11:00+00:00,2023-07-19 16:58:00+00:00,NEW WESTMINSTER,BC,V3L 5E9,100 Block OVENS AVE,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.22109529999999,-122.9164219,1504
633,1999,23-11694,2023-07-17 21:21:00+00:00,2023-07-19 16:58:00+00:00,NEW WESTMINSTER,BC,V3L 3G8,700 Block CUMBERLAND ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.22273999999999,-122.907,1505
625,1991,23-11709,2023-07-18 00:01:00+00:00,2023-07-19 16:58:00+00:00,NEW WESTMINSTER,BC,V3N,1100 Block 10TH AVE,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2140493,-122.9362688,1506
624,1990,23-11710,2023-07-18 00:12:00+00:00,2023-07-19 16:58:00+00:00,NEW WESTMINSTER,BC,V3M,400 Block WOOD ST,RECOVERED OUTSIDE STOLEN VEH,Vehicle Recovery,RECOVERED OUTSIDE STOLEN VEH,49.1929792,-122.9428604,1507
634,2000,23-11723,2023-07-18 05:47:00+00:00,2023-07-19 16:58:00+00:00,NEW WESTMINSTER,BC,V3M 3A5,1900 Block DUBLIN ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2052811,-122.9479353,1508
631,1997,23-11736,2023-07-18 15:04:00+00:00,2023-07-19 16:58:00+00:00,NEW WESTMINSTER,BC,V3M 5L7,200 Block HOWES ST,FRAUD-IDENTITY,Property Crime,FRAUD-IDENTITY,49.1838223,-122.9442878,1509
629,1995,23-11742,2023-07-18 15:41:00+00:00,2023-07-19 16:58:00+00:00,NEW WESTMINSTER,BC,V3M,BEGBIE ST,ARSON-PROPERTY,Other,ARSON-PROPERTY,49.2019513,-122.9105963,1510
630,1996,23-11744,2023-07-18 15:47:00+00:00,2023-07-19 16:58:00+00:00,NEW WESTMINSTER,BC,V3M 6H1,1100 Block QUAYSIDE DR,THEFT BICYCLE UNDER $5000,Theft,THEFT BICYCLE UNDER $5000,49.20055,-122.924757,1511
620,1986,23-11761,2023-07-18 20:02:00+00:00,2023-07-20 16:55:44+00:00,NEW WESTMINSTER,BC,V3L 0G7,200 Block NELSONS CRT,FRAUD-IDENTITY,Property Crime,FRAUD-IDENTITY,49.2233599,-122.8921996,1512
615,1981,23-11768,2023-07-18 21:37:00+00:00,2023-07-20 16:55:44+00:00,NEW WESTMINSTER,BC,V3L 3B4,500 Block 6TH ST,THEFT-OTHER OVER $5000,Theft,THEFT-OTHER OVER $5000,49.21176699999999,-122.9188433,1513
621,1987,23-11770,2023-07-18 21:55:00+00:00,2023-07-20 16:55:43+00:00,NEW WESTMINSTER,BC,V3K 0M4,900 Block CARNARVON ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.20060340000001,-122.9151316,1514
416,1782,23-11775,2023-07-18 22:49:00+00:00,2023-08-14 16:42:44+00:00,NEW WESTMINSTER,BC,V3M 1Y4,1000 Block 5TH AVE,THEFT BICYCLE UNDER $5000,Theft,THEFT BICYCLE UNDER $5000,49.20796259999999,-122.9252236,1515
590,1956,23-12063,2023-07-19 07:00:00+00:00,2023-07-24 16:28:37+00:00,NEW WESTMINSTER,BC,V3L 2B8,800 Block MCBRIDE BLVD,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2225852,-122.914627,1516
622,1988,23-11811,2023-07-19 15:23:00+00:00,2023-07-20 16:55:43+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.200803,-122.9134438,1517
617,1983,23-11814,2023-07-19 16:11:00+00:00,2023-07-20 16:55:44+00:00,NEW WESTMINSTER,BC,V3M 5G7,800 Block BOYD ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.190715,-122.9449051,1518
616,1982,23-11815,2023-07-19 16:33:00+00:00,2023-07-20 16:55:44+00:00,NEW WESTMINSTER,BC,V3L 3G1,100 Block BRAID ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2312707,-122.8854651,1519
619,1985,23-11820,2023-07-19 16:55:00+00:00,2023-07-20 16:55:44+00:00,NEW WESTMINSTER,BC,V3M,1000 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2000823,-122.9174235,1520
603,1969,23-11951,2023-07-19 17:00:00+00:00,2023-07-22 16:06:13+00:00,NEW WESTMINSTER,BC,V3M,1 Block ST,FRAUD-OTHER,Property Crime,FRAUD-OTHER,49.2057179,-122.910956,1521
613,1979,23-11838,2023-07-19 21:33:00+00:00,2023-07-21 16:14:44+00:00,NEW WESTMINSTER,BC,V3M,1000 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2000823,-122.9174235,1522
607,1973,23-11818,2023-07-19 23:36:00+00:00,2023-07-21 16:14:44+00:00,NEW WESTMINSTER,BC,V3L 1B1,500 Block COLUMBIA ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.203895,-122.906557,1523
610,1976,23-11846,2023-07-20 00:23:00+00:00,2023-07-21 16:14:44+00:00,NEW WESTMINSTER,BC,V3L 2B8,800 Block MCBRIDE BLVD,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2225852,-122.914627,1524
611,1977,23-11847,2023-07-20 00:24:00+00:00,2023-07-21 16:14:44+00:00,NEW WESTMINSTER,BC,V3L 3V8,100 Block E COLUMBIA ST,FRAUD-IDENTITY,Property Crime,FRAUD-IDENTITY,49.2220555,-122.8931794,1525
612,1978,23-11849,2023-07-20 00:41:00+00:00,2023-07-21 16:14:44+00:00,NEW WESTMINSTER,BC,V3M,700 Block 10TH AVE,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2174395,-122.9298732,1526
405,1771,23-11859,2023-07-20 03:06:00+00:00,2023-08-15 16:27:04+00:00,NEW WESTMINSTER,BC,V3M,HWY 91A & HOWES ST OFRP,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.1825084,-122.9430808,1527
609,1975,23-11864,2023-07-20 04:24:00+00:00,2023-07-21 16:14:44+00:00,NEW WESTMINSTER,BC,V3L 1B8,200 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.205212,-122.903582,1528
608,1974,23-11891,2023-07-20 09:00:00+00:00,2023-07-21 16:14:44+00:00,NEW WESTMINSTER,BC,V3M 3S2,600 Block 8TH ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2112657,-122.9254414,1529
614,1980,23-11885,2023-07-20 16:05:00+00:00,2023-07-21 16:14:44+00:00,NEW WESTMINSTER,BC,V3M,100 Block 7TH ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2055651,-122.9132958,1530
606,1972,23-11887,2023-07-20 16:48:00+00:00,2023-07-21 16:14:44+00:00,NEW WESTMINSTER,BC,V3K 0M4,900 Block CARNARVON ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.20060340000001,-122.9151316,1531
598,1964,23-11902,2023-07-20 21:19:00+00:00,2023-07-22 16:06:13+00:00,NEW WESTMINSTER,BC,V3M,1000 Block TANAKA CRT,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.1870082,-122.9514463,1532
601,1967,23-11908,2023-07-20 23:31:00+00:00,2023-07-22 16:06:13+00:00,NEW WESTMINSTER,BC,V3M,1000 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2000823,-122.9174235,1533
604,1970,23-11926,2023-07-21 04:59:00+00:00,2023-07-22 16:06:14+00:00,NEW WESTMINSTER,BC,V3M,400 Block FRONT ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2008346,-122.9112455,1534
602,1968,23-11928,2023-07-21 05:30:00+00:00,2023-07-22 16:06:13+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,ROBBERY-OTHER,Robbery,ROBBERY-OTHER,49.200803,-122.9134438,1535
599,1965,23-11930,2023-07-21 06:58:00+00:00,2023-07-22 16:06:14+00:00,NEW WESTMINSTER,BC,V3M 4W6,800 Block 20TH ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.202856,-122.9485866,1536
511,1877,23-12647,2023-07-21 07:00:00+00:00,2023-08-01 16:37:41+00:00,NEW WESTMINSTER,BC,V3M 4H2,200 Block 12TH ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2015149,-122.923801,1537
605,1971,23-11980,2023-07-21 12:27:00+00:00,2023-07-22 16:06:13+00:00,NEW WESTMINSTER,BC,V3M,600 Block 22ND ST,THEFT BICYCLE UNDER $5000,Theft,THEFT BICYCLE UNDER $5000,49.1991123,-122.9499247,1538
591,1957,23-12103,2023-07-21 18:00:00+00:00,2023-07-24 16:28:37+00:00,NEW WESTMINSTER,BC,.,BRAID ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2315783,-122.8862979,1539
578,1944,23-12104,2023-07-21 19:30:00+00:00,2023-07-25 16:54:42+00:00,NEW WESTMINSTER,BC,.,BRAID ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2315783,-122.8862979,1540
596,1962,23-12035,2023-07-21 21:00:00+00:00,2023-07-23 16:43:00+00:00,NEW WESTMINSTER,BC,V3M 6P3,300 Block WOOD ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.18932909999999,-122.9393851,1541
600,1966,23-11974,2023-07-21 21:07:00+00:00,2023-07-22 16:06:13+00:00,NEW WESTMINSTER,BC,V3M 5G7,800 Block BOYD ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.190715,-122.9449051,1542
597,1963,23-11985,2023-07-21 22:58:00+00:00,2023-07-23 16:43:00+00:00,NEW WESTMINSTER,BC,V3M 3S2,600 Block 6TH AVE,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2124082,-122.921433,1543
595,1961,23-12033,2023-07-22 16:36:00+00:00,2023-07-23 16:43:00+00:00,NEW WESTMINSTER,BC,V3L,400 Block GRIFFITHS PL,TAKE AUTO W/O CONSENT U/$5000,Theft of Vehicle,TAKE AUTO W/O CONSENT U/$5000,49.2308306,-122.8938278,1544
593,1959,23-12036,2023-07-22 17:38:00+00:00,2023-07-23 16:43:00+00:00,NEW WESTMINSTER,BC,V3M 3S2,600 Block 6TH AVE,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2124082,-122.921433,1545
592,1958,23-12040,2023-07-22 19:59:00+00:00,2023-07-23 16:43:00+00:00,NEW WESTMINSTER,BC,.,BRAID ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2315783,-122.8862979,1546
586,1952,23-12060,2023-07-23 02:34:00+00:00,2023-07-24 16:28:37+00:00,NEW WESTMINSTER,BC,V3M 1A9,700 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2020176,-122.9096046,1547
587,1953,23-12087,2023-07-23 03:00:00+00:00,2023-07-24 16:28:38+00:00,NEW WESTMINSTER,BC,V3M,100 Block SPAGNOL ST,THEFT OF TRUCK OVER $5000,Theft of Vehicle,THEFT OF TRUCK OVER $5000,49.17860719999999,-122.952603,1548
530,1896,23-12076,2023-07-23 07:16:00+00:00,2023-07-31 16:54:48+00:00,NEW WESTMINSTER,BC,V3L 1B1,500 Block COLUMBIA ST,ROBBERY-OTHER,Robbery,ROBBERY-OTHER,49.203895,-122.906557,1549
588,1954,23-12091,2023-07-23 18:12:00+00:00,2023-07-24 16:28:37+00:00,NEW WESTMINSTER,BC,V3L 3W7,400 Block E COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2277467,-122.8926041,1550
574,1940,23-80239,2023-07-23 20:30:00+00:00,2023-07-26 16:48:03+00:00,NEW WESTMINSTER,BC,V3L 3W7,400 Block E COLUMBIA ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2277467,-122.8926041,1551
585,1951,23-12100,2023-07-23 21:11:00+00:00,2023-07-25 16:54:42+00:00,NEW WESTMINSTER,BC,V3M 3X8,1000 Block QUEENS AVE,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2026763,-122.9204665,1552
584,1950,23-12106,2023-07-23 21:49:00+00:00,2023-07-25 16:54:43+00:00,NEW WESTMINSTER,BC,V3L,300 Block CLARKSON ST,BREAK & ENTER-RESIDENCE,Breaking & Entering,BREAK & ENTER-RESIDENCE,49.20567699999999,-122.9045841,1553
581,1947,23-12107,2023-07-23 22:42:00+00:00,2023-07-25 16:54:43+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2131309,-122.9208405,1554
583,1949,23-12109,2023-07-23 23:12:00+00:00,2023-07-25 16:54:43+00:00,NEW WESTMINSTER,BC,V3L 3W7,400 Block E COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2277467,-122.8926041,1555
516,1882,23-80244,2023-07-23 23:20:00+00:00,2023-08-01 16:37:41+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.200803,-122.9134438,1556
576,1942,23-12131,2023-07-24 04:40:00+00:00,2023-07-25 16:54:42+00:00,NEW WESTMINSTER,BC,V3M 1A9,700 Block COLUMBIA ST,FRAUD-OTHER,Property Crime,FRAUD-OTHER,49.2020176,-122.9096046,1557
575,1941,23-80238,2023-07-24 06:20:00+00:00,2023-07-26 16:48:03+00:00,NEW WESTMINSTER,BC,V3L 3B3,600 Block 5TH AVE,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2116231,-122.9185996,1558
579,1945,23-12145,2023-07-24 14:26:00+00:00,2023-07-25 16:54:43+00:00,NEW WESTMINSTER,BC,V3L 1B8,200 Block COLUMBIA ST,BREAK & ENTER-BUSINESS,Breaking & Entering,BREAK & ENTER-BUSINESS,49.205212,-122.903582,1559
582,1948,23-12148,2023-07-24 15:45:00+00:00,2023-07-25 16:54:43+00:00,NEW WESTMINSTER,BC,V3L 4W2,900 Block SURREY ST,BREAK & ENTER-OTHER,Breaking & Entering,BREAK & ENTER-OTHER,49.2317157,-122.9002357,1560
577,1943,23-12149,2023-07-24 16:49:00+00:00,2023-07-25 16:54:42+00:00,NEW WESTMINSTER,BC,V3M 1E9,200 Block CARNARVON ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2030916,-122.9104439,1561
573,1939,23-12151,2023-07-24 18:06:00+00:00,2023-07-26 16:48:03+00:00,NEW WESTMINSTER,BC,V3L 1X4,300 Block DURHAM ST,FRAUD-OTHER,Property Crime,FRAUD-OTHER,49.2171672,-122.9187634,1562
580,1946,23-12162,2023-07-24 19:57:00+00:00,2023-07-25 16:54:43+00:00,NEW WESTMINSTER,BC,V3M 6T3,1300 Block SOUTH DYKE RD,RECOVERED OUTSIDE STOLEN VEH,Vehicle Recovery,RECOVERED OUTSIDE STOLEN VEH,49.1784352,-122.9518923,1563
572,1938,23-12167,2023-07-24 21:51:00+00:00,2023-07-26 16:48:03+00:00,NEW WESTMINSTER,BC,V3L 5R3,200 Block FRANCIS WAY,FRAUD-OTHER,Property Crime,FRAUD-OTHER,49.214558,-122.8975625,1564
566,1932,23-12170,2023-07-24 22:25:00+00:00,2023-07-26 16:48:03+00:00,NEW WESTMINSTER,BC,V3M 3M9,400 Block ASH ST,FRAUD-IDENTITY,Property Crime,FRAUD-IDENTITY,49.20887580000001,-122.9197727,1565
568,1934,23-12175,2023-07-25 00:06:00+00:00,2023-07-26 16:48:03+00:00,NEW WESTMINSTER,BC,V3M,1000 Block HOWAY ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.208147,-122.9261778,1566
569,1935,23-12178,2023-07-25 01:09:00+00:00,2023-07-26 16:48:03+00:00,NEW WESTMINSTER,BC,V3M,500 Block FRONT ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.20084749999999,-122.9111911,1567
570,1936,23-12195,2023-07-25 04:39:00+00:00,2023-07-26 16:48:03+00:00,NEW WESTMINSTER,BC,V3M,500 Block 9TH ST,THEFT OF AUTO OVER $5000,Theft of Vehicle,THEFT OF AUTO OVER $5000,49.2089125,-122.9245291,1568
565,1931,23-12212,2023-07-25 15:49:00+00:00,2023-07-26 16:48:03+00:00,NEW WESTMINSTER,BC,V3M 3S7,800 Block 8TH ST,BREAK & ENTER-OTHER,Breaking & Entering,BREAK & ENTER-OTHER,49.2140238,-122.927619,1569
